,speed,rpm,load
6429,60,1462,3
6430,59,1437,26
6431,58,1407,20
6432,58,1411,40
6433,58,1409,19
6434,58,1415,34
6435,58,1398,14
6436,56,1369,4
6437,55,1347,4
6438,56,1355,4
6439,56,1377,4
6440,56,1358,37
6442,51,875,10
6445,58,1883,11
6448,51,1673,43
6450,53,1296,41
6451,54,1326,30
6453,51,1200,12
6454,38,885,23
6455,35,1584,11
6456,36,867,27
6457,38,1257,52
6458,41,1332,43
6459,41,1332,43
6460,42,1358,36
6461,42,1358,36
6462,28,885,23
6463,28,885,23
6464,19,913,23
6465,19,913,23
6466,10,917,23
6467,10,917,23
6468,8,1035,40
6470,22,1535,44
6471,23,1601,28
6472,24,1633,38
6473,28,1967,49
6474,28,1967,49
6475,28,2008,42
6476,30,1551,28
6477,35,1584,54
6478,37,1703,44
6479,38,1723,39
6480,41,1858,40
6481,41,1858,40
6482,40,1804,40
6483,40,1804,40
6484,40,1771,1
6485,40,1771,1
6486,35,1587,39
6487,35,1587,39
6488,38,1738,49
6489,38,1738,49
6490,39,1775,12
6491,39,1775,12
6492,39,1742,26
6493,39,1742,26
6494,40,1752,35
6495,40,1752,35
6496,36,1624,15
6497,36,1624,15
6498,37,1673,13
6499,37,1673,13
6500,37,1684,23
6501,39,1763,30
6502,41,1848,23
6503,42,885,23
6504,43,915,21
6505,44,918,22
6506,44,919,23
6507,43,919,23
6508,39,920,22
6509,37,920,22
6510,36,919,22
6511,35,920,23
6512,35,918,23
6513,43,1859,23
6514,46,1984,47
6515,46,2103,36
6516,46,2103,36
6517,40,1705,12
6518,40,1773,11
6519,41,1867,49
6520,41,1867,49
6521,45,2081,61
6522,45,2081,61
6523,45,1491,48
6524,45,1491,48
6525,51,1636,53
6526,51,1636,53
6527,55,1763,40
6528,55,1763,40
6529,54,1727,1
6530,54,1727,1
6531,53,1705,43
6532,53,1705,43
6533,53,1751,18
6534,53,1751,18
6535,54,1729,33
6536,54,1729,33
6537,60,1946,83
6538,60,1946,83
6539,65,2108,39
6541,57,1852,6
6542,55,1772,5
6544,50,1614,55
6545,57,1858,60
6546,60,1892,35
6547,60,1467,56
6548,61,1472,23
6549,60,1453,24
6550,59,1421,28
6551,58,1407,40
6552,57,1398,48
6554,39,911,20
6555,36,1645,51
6556,40,1811,53
6557,40,1820,32
6558,41,1862,53
6559,48,2135,60
6560,50,1600,64
6561,55,1718,64
6563,58,1400,79
6564,62,1515,69
6565,66,1605,67
6566,69,1688,54
6567,68,1644,7
6568,65,1627,20
6569,65,1576,44
6570,65,1576,44
6571,67,1648,40
6572,67,1648,40
6573,67,1623,29
6574,67,1623,29
6575,66,1599,15
6576,66,1599,15
6579,43,912,20
6580,43,912,20
6581,40,1650,11
6582,40,1650,11
6583,40,1650,11
6584,40,1932,3
6585,40,1914,13
6586,40,1914,13
6587,40,1932,3
6588,40,1914,13
6589,40,1932,3
6590,43,1939,41
6591,43,1939,41
6592,43,1939,41
6593,44,2049,41
6594,44,2049,41
6601,48,1567,12
6602,48,1567,12
6603,48,1670,40
6604,48,1670,40
6605,56,1791,29
6607,52,1676,25
6608,52,1810,52
6610,49,1579,2
6612,40,906,21
6613,39,914,21
6614,36,917,21
6615,33,920,23
6616,34,920,22
6617,37,919,22
6618,38,1208,31
6620,37,1214,24
6621,32,905,21
6622,34,1552,58
6625,37,1671,60
6627,41,1816,41
6628,43,1930,58
6629,37,1183,60
6630,35,1589,40
6631,40,1829,48
6632,44,1513,21
6633,47,1522,48
6634,48,1525,5
6636,42,1364,69
6637,50,1602,29
6638,53,1717,19
6639,56,1810,34
6640,55,1773,3
6642,48,1565,32
6643,50,1602,39
6644,47,1520,18
6645,49,1577,49
6646,51,1657,43
6647,53,1709,5
6648,51,1653,10
6649,50,1596,1
6650,49,1595,32
6651,45,1445,32
6652,43,1414,32
6653,45,1499,32
6654,48,1526,32
6655,48,1545,32
6656,49,1577,42
6657,52,1658,42
6659,54,1712,39
6660,55,1759,44
6661,56,1823,20
6663,54,1320,51
6664,54,1317,61
6665,54,1317,61
6666,57,1391,37
6667,57,1391,37
6668,58,1398,40
6669,58,1398,40
6670,59,1437,44
6671,59,1437,44
6672,59,1437,44
6673,60,1482,43
6674,60,1482,43
6675,60,1482,43
6676,60,1459,30
6677,60,1459,30
6678,61,1476,33
6679,61,1476,33
6680,59,1446,23
6681,59,1446,23
6682,59,1445,40
6683,60,1470,36
6684,61,1482,34
6685,62,1492,29
6686,62,1492,29
6687,63,1524,28
6688,63,1524,28
6689,64,1553,27
6690,64,1553,27
6691,65,1580,17
6692,65,1580,17
6693,65,1560,3
6694,65,1560,3
6699,50,945,19
6700,48,1549,5
6701,50,1602,29
6702,54,1739,56
6704,57,1380,6
6705,60,1453,41
6706,63,1529,27
6707,63,1539,17
6708,63,1539,37
6709,58,1416,3
6710,49,873,22
6711,46,1499,37
6713,37,1193,36
6714,40,1281,66
6715,44,1404,58
6716,44,1415,58
6717,48,1513,21
6718,48,1513,21
6719,49,1202,82
6720,49,1202,82
6721,51,1262,17
6722,51,1262,17
6723,54,1337,87
6724,61,1488,80
6725,68,1643,72
6726,71,1740,56
6727,74,1812,57
6728,77,1863,45
6729,78,1887,32
6730,78,1875,33
6731,76,1845,17
6733,75,1822,7
6734,75,1825,7
6742,63,1540,39
6743,64,1569,35
6744,66,1605,35
6745,67,1626,34
6746,68,1646,34
6747,69,1669,34
6748,69,1676,34
6753,47,1556,23
6754,47,1556,23
6755,48,1555,33
6756,48,1555,33
6757,51,1642,36
6758,51,1642,36
6759,54,1753,53
6760,54,1753,53
6763,57,1393,47
6764,59,1426,44
6765,61,1476,40
6766,60,1457,2
6767,59,1440,52
6768,60,1465,41
6769,62,1509,31
6770,62,1514,1
6772,57,1404,11
6773,57,1410,41
6774,58,1400,12
6775,57,1386,35
6776,60,1454,53
6777,62,1503,36
6778,63,1529,35
6779,60,1446,4
6781,40,906,21
6782,27,916,22
6783,25,918,22
6784,25,919,22
6785,24,919,22
6786,23,918,22
6787,25,1775,38
6788,27,1906,31
6789,28,2004,49
6790,34,1554,61
6791,40,1444,41
6795,29,1296,66
6797,18,921,23
6798,23,921,40
6799,29,921,31
6800,29,921,25
6801,34,1514,28
6802,34,1679,51
6803,34,1713,7
6805,28,1232,39
6806,28,1287,60
6807,28,1305,14
6808,31,1394,68
6809,31,1387,33
6811,29,1289,41
6812,29,1295,49
6813,31,1394,52
6814,35,1601,55
6815,40,1814,49
6816,46,2095,72
6817,45,1446,46
6818,49,1580,60
6819,49,1580,60
6820,52,1695,55
6821,52,1695,55
6826,44,1426,14
6827,44,1426,14
6828,45,1433,6
6830,40,1307,42
6831,45,1448,39
6832,47,1496,10
6833,48,1528,3
6836,40,1297,66
6837,40,1297,66
6838,41,1310,3
6839,41,1310,3
6840,35,1183,19
6841,35,1183,19
6842,37,1199,47
6843,38,1239,57
6844,40,1286,51
6845,42,1365,53
6846,44,1437,44
6847,46,1485,55
6848,50,1593,45
6849,51,1657,38
6850,53,1710,39
6851,55,1764,34
6852,54,1737,29
6853,55,1776,26
6854,55,1776,26
6855,56,1796,25
6856,56,1796,25
6857,55,1784,21
6858,55,1784,21
6859,56,1777,21
6860,56,1777,21
6861,53,1686,21
6862,53,1686,21
6863,49,1584,21
6864,49,1584,21
6865,45,1475,36
6866,46,1512,52
6868,50,1607,37
6869,52,1656,38
6872,55,1357,45
6873,55,1422,14
6874,55,1425,13
6876,58,1410,3
6877,57,1383,12
6878,56,1320,4
6881,38,1216,73
6882,39,1264,43
6883,38,1204,1
6884,36,1135,49
6885,35,1140,51
6886,33,1464,29
6887,33,1501,34
6888,31,1383,1
6889,31,1383,1
6890,29,1328,42
6891,29,1328,42
6892,30,1382,39
6893,30,1382,39
6894,34,1546,50
6895,34,1546,50
6896,39,1791,48
6897,39,1791,48
6898,42,1888,41
6899,41,1858,4
6902,14,892,24
6903,14,1026,40
6904,12,850,27
6905,10,852,75
6906,13,939,94
6907,25,1767,74
6908,31,2177,9
6910,22,900,23
6911,12,858,63
6912,15,996,42
6913,16,1122,60
6914,21,1477,51
6915,26,1287,24
6916,28,1299,29
6917,30,1332,14
6918,30,1353,27
6919,30,1362,22
6920,31,1380,20
6921,24,1082,5
6922,24,1349,5
6927,14,1042,42
6928,17,1186,42
6929,22,1411,37
6930,27,1411,29
6931,27,1854,9
6932,27,1880,7
6935,26,1400,3
6936,20,1360,7
6937,19,1347,4
6938,21,1478,10
6939,21,1511,8
6940,23,1607,10
6941,24,1704,9
6942,24,1696,8
6943,23,1541,16
6944,21,1502,3
6945,20,1416,14
6947,8,908,23
6948,5,882,40
6949,4,921,45
6950,4,905,45
6951,4,907,56
6952,8,935,21
6953,7,870,45
6954,7,870,45
6957,16,1206,43
6958,16,1206,43
6961,8,879,25
6962,8,879,25
6963,7,908,58
6964,13,929,79
6965,22,1595,41
6968,24,1655,26
6969,27,1898,43
6970,29,1299,18
6971,28,1272,20
6972,27,891,21
6973,19,912,22
6974,17,918,22
6975,14,919,23
6976,13,921,22
6977,4,920,23
6979,4,849,65
6980,3,920,40
6981,3,926,45
6982,3,913,54
6983,2,925,46
6984,1,939,20
6985,1,847,30
7092,26,1875,65
7093,28,927,21
7094,25,1096,52
7095,27,1253,70
7096,28,1262,20
7097,25,1122,60
7098,21,980,50
7099,20,890,47
7100,18,1286,38
7101,16,1088,25
7102,21,1469,58
7103,27,1883,38
7104,23,1602,3
7105,15,1085,2
7106,12,881,68
7107,16,1139,72
7108,16,1080,18
7109,16,1166,78
7110,19,1346,11
7111,14,966,16
7112,13,904,60
7113,13,933,54
7114,14,978,76
7115,16,1159,58
7117,7,888,45
7118,1,911,48
7122,1,834,95
7123,7,926,14
7125,5,916,87
7126,6,898,54
7127,9,912,45
7128,14,1012,97
7129,25,1783,76
7130,32,1541,30
7131,37,1677,14
7132,37,1639,6
7133,36,1629,8
7135,29,890,43
7136,23,1029,43
7137,26,1183,69
7141,25,1090,26
7142,27,1090,62
7143,33,1458,18
7144,33,1458,10
7147,24,852,42
7148,24,909,42
7149,21,912,45
7150,17,917,46
7151,16,919,45
7152,13,919,47
7153,13,920,45
7154,15,918,46
7155,17,920,45
7156,23,926,44
7157,26,922,44
7158,25,920,44
7159,25,918,44
7160,22,917,44
7161,20,917,44
7162,16,918,44
7163,3,919,45
7164,3,895,61
7165,12,1548,52
7166,16,1201,66
7167,29,2021,52
7169,17,1191,73
7170,26,1789,39
7171,23,1589,14
7172,24,1630,10
7173,22,1543,30
7174,23,1634,4
7175,20,1427,9
7176,19,1297,13
7177,7,878,39
7178,3,905,44
7181,3,854,79
7182,16,1937,47
7183,22,1598,63
7185,7,891,41
7186,10,1374,55
7187,18,1346,32
7188,18,1296,10
7189,16,1158,20
7191,18,1256,65
7192,21,1387,11
7193,10,857,30
7194,11,1437,30
7195,11,1437,30
7196,22,1599,47
7197,24,1719,26
7199,29,1856,21
7201,11,859,38
7202,8,859,36
7203,13,1336,2
7204,18,1265,41
7205,18,1089,49
7206,13,927,34
7207,8,1345,41
7208,4,945,63
7209,15,1909,62
7210,22,1555,57
7211,26,1808,6
7213,11,890,54
7214,13,919,63
7216,15,932,1
7217,11,880,80
7218,15,1032,54
7219,15,1032,54
7220,12,863,9
7221,12,863,9
7222,12,863,9
7223,11,774,86
7224,11,774,86
7225,12,856,77
7226,12,856,77
7227,10,904,44
7228,10,904,44
7229,10,904,44
7230,5,870,49
7231,7,889,52
7232,9,893,74
7233,10,915,85
7234,15,1060,77
7235,21,1430,15
7237,14,944,67
7238,12,869,87
7239,15,1072,84
7240,20,1402,54
7241,12,842,70
7242,14,960,96
7243,19,1333,77
7244,17,1196,15
7245,13,932,98
7246,15,1017,39
7247,17,1227,58
7248,25,1787,61
7249,28,1295,40
7250,31,1420,49
7251,35,1610,49
7252,39,1765,48
7253,41,1822,16
7254,40,1815,35
7255,40,1895,40
7256,40,1895,40
7257,40,1895,40
7258,40,1839,17
7259,40,1839,17
7260,41,1839,17
7261,41,1839,17
7262,41,1839,17
7263,40,1795,35
7264,40,1795,35
7265,38,1758,35
7266,38,1758,35
7267,37,1683,28
7268,37,1683,28
7269,38,1703,42
7270,37,1743,55
7271,43,1804,44
7280,51,1647,54
7281,54,1765,45
7282,54,1764,23
7283,58,1882,38
7285,61,1490,22
7286,63,1525,9
7288,59,1427,12
7289,61,1492,7
7290,62,1519,24
7291,63,1541,15
7294,53,891,34
7295,51,910,36
7296,40,918,38
7297,36,1765,30
7298,41,1790,52
7299,40,1284,66
7300,43,1332,16
7301,40,1287,69
7302,33,852,34
7303,29,1292,32
7306,22,991,31
7307,22,991,31
7308,21,965,48
7309,21,965,48
7310,21,965,48
7311,21,965,48
7312,27,1247,78
7313,35,1583,50
7314,36,1621,25
7315,39,1280,39
7316,40,1320,21
7317,43,1391,14
7318,43,1391,14
7321,43,1352,15
7325,37,1198,28
7326,37,1595,28
7327,40,1823,48
7330,40,1282,6
7331,40,1282,6
7332,40,1304,52
7333,40,1304,52
7334,40,1304,52
7335,40,1304,52
7336,40,1294,4
7337,40,1294,4
7342,43,1368,1
7343,43,1368,1
7344,43,1368,1
7345,45,1456,49
7346,46,1498,17
7347,49,1555,37
7348,51,1641,41
7350,46,1565,36
7351,48,1545,43
7352,51,1630,10
7353,51,1603,30
7354,51,1684,38
7355,50,1590,13
7356,48,1550,32
7357,46,1489,35
7358,46,1464,7
7359,43,1383,25
7360,45,1445,40
7361,45,1445,40
7362,45,1445,40
7363,52,1701,77
7364,52,1701,77
7365,52,1701,77
7366,56,1422,67
7367,56,1422,67
7368,56,1422,67
7369,59,1437,9
7370,59,1437,9
7375,58,1391,1
7376,58,1391,1
7377,54,890,36
7378,48,913,38
7379,48,920,37
7380,49,918,37
7381,46,919,37
7382,33,919,37
7383,31,918,37
7384,28,919,38
7385,21,920,37
7386,22,920,37
7387,23,1247,2
7388,23,894,36
7389,20,914,39
7390,17,1190,22
7391,12,867,19
7392,11,856,48
7393,13,921,71
7394,16,1107,67
7395,23,1620,36
7396,27,1871,38
7397,27,1212,58
7398,28,1264,16
7399,30,1365,42
7400,30,1387,14
7401,30,1387,14
7402,35,1605,58
7403,35,1605,58
7404,41,1844,29
7405,41,1844,29
7406,42,1350,48
7407,42,1350,48
7408,45,1456,51
7409,45,1456,51
7410,50,1617,67
7411,55,1789,33
7412,57,1919,61
7413,63,2041,46
7414,62,1978,14
7415,62,1907,14
7416,62,1907,14
7417,62,1907,14
7418,59,1905,31
7419,59,1905,31
7420,53,1732,6
7421,53,1732,6
7422,54,1745,40
7423,54,1745,40
7429,46,1462,5
7430,46,1462,5
7433,49,1592,15
7434,49,1592,15
7435,49,1583,30
7436,49,1583,30
7437,49,1575,20
7438,48,1549,41
7439,49,1564,37
7440,49,1607,27
7441,52,1673,29
7442,53,1702,13
7443,51,1642,2
7444,48,1539,13
7445,49,1600,43
7446,50,1612,16
7447,48,1581,16
7448,47,1524,16
7449,46,1485,32
7451,45,1443,13
7453,37,1651,24
7454,39,1761,63
7456,42,1340,2
7457,37,893,24
7458,37,1713,61
7459,47,2127,55
7460,50,1617,43
7461,54,1744,47
7462,58,1872,76
7463,65,2057,29
7465,59,1889,42
7466,61,1964,55
7467,63,2037,52
7468,63,888,21
7469,64,1553,56
7470,65,1584,57
7471,63,1528,2
7472,62,1515,53
7473,62,1515,53
7474,62,1515,53
7475,63,1519,46
7476,63,1519,46
7477,62,1507,14
7478,62,1507,14
7479,60,1449,39
7480,60,1449,39
7481,57,1397,21
7482,57,1397,21
7483,57,1395,50
7484,60,1451,61
7485,62,1515,60
7486,63,1531,54
7487,64,1557,25
7488,65,1587,43
7489,64,1551,27
7490,67,1640,55
7493,79,1921,27
7497,61,1482,15
7499,62,1495,12
7500,62,1495,14
7501,63,1543,25
7503,63,1475,44
7504,63,1324,10
7505,55,1637,47
7506,50,1603,7
7507,46,1594,22
7508,48,1599,62
7509,47,1501,7
7511,40,1219,7
7513,29,1294,5
7514,27,1239,49
7515,29,1303,49
7516,31,1398,44
7517,31,1391,12
7518,30,1340,10
7519,30,1340,10
7522,22,1595,51
7523,22,1595,51
7524,29,1262,36
7525,29,1262,36
7526,31,1402,55
7527,31,1402,55
7528,28,1205,10
7529,28,1205,10
7530,25,1124,63
7531,25,1124,63
7532,21,1282,24
7533,21,1282,24
7534,21,1485,55
7535,21,1485,55
7536,35,2356,50
7537,35,2356,50
7538,36,1635,29
7539,36,1635,29
7540,33,1489,24
7541,33,1489,24
7542,35,1600,56
7543,35,1600,56
7544,44,1958,33
7545,44,1958,33
7546,45,2037,50
7547,45,2037,50
7549,29,867,38
7550,25,1748,46
7551,32,1470,43
7552,35,1608,39
7553,40,1825,48
7554,45,2032,58
7555,46,2068,48
7556,48,2075,12
7557,46,1395,27
7558,36,874,25
7559,36,1589,46
7560,37,1743,22
7561,40,1781,8
7562,38,1729,18
7563,36,1622,5
7564,36,1698,32
7565,42,1919,42
7566,45,1517,42
7568,50,1635,23
7569,49,1579,4
7570,51,1644,9
7572,33,1498,47
7573,35,1890,53
7574,43,1890,45
7575,43,1974,47
7576,43,1467,20
7577,47,1506,18
7578,2,1463,12
7579,44,1442,27
7580,44,1403,22
7581,43,1400,30
7582,44,1430,17
7583,51,1648,41
7584,53,1713,43
7585,53,1715,3
7586,52,1658,19
7587,53,1696,35
7588,52,1660,31
7589,50,1622,31
7590,50,1622,31
7591,50,1605,34
7592,50,1605,34
7593,50,1600,40
7594,50,1600,40
7595,55,1769,47
7596,55,1769,47
7597,56,1809,10
7598,56,1797,22
7599,57,1842,26
7600,57,1849,3
7602,51,1659,11
7603,52,1658,57
7604,60,1962,87
7605,70,2297,80
7606,71,1725,65
7607,72,1747,45
7608,69,1678,16
7609,69,1678,16
7610,71,1717,77
7611,71,1717,77
7612,73,1780,67
7613,73,1780,67
7614,70,1713,10
7615,70,1713,10
7616,69,1678,24
7617,69,1678,24
7618,69,1673,44
7619,69,1673,44
7620,69,1669,34
7623,63,1523,77
7624,70,1699,81
7625,70,1707,23
7626,71,1721,49
7627,73,1776,70
7628,78,1895,41
7629,78,1895,41
7634,63,1489,8
7635,63,1489,8
7636,65,1591,76
7637,65,1591,76
7638,70,1646,8
7639,72,1748,61
7640,73,1771,56
7641,73,1793,2
7642,77,1876,41
7643,75,1721,41
7647,60,1415,9
7650,59,1316,6
7651,52,1263,6
7652,3,1602,17
7653,51,1679,19
7654,54,1720,3
7655,52,1673,23
7656,54,1753,36
7657,57,1851,54
7659,49,1573,32
7660,47,1516,3
7661,38,1730,41
7662,49,2210,83
7663,55,1771,65
7664,61,1984,69
7665,67,1973,1
7666,70,1718,56
7667,73,1787,35
7668,74,1809,5
7669,74,1809,5
7680,50,1185,12
7681,50,1185,12
7682,42,940,20
7683,42,940,20
7684,40,1284,9
7685,40,1284,9
7688,30,1383,14
7689,34,1554,58
7690,37,1674,5
7691,40,1830,49
7692,44,1982,31
7693,46,2100,41
7694,50,2210,56
7695,50,1624,42
7696,53,1714,42
7697,53,1714,56
7698,54,1743,1
7699,55,1767,50
7700,57,1832,54
7701,58,1807,30
7702,57,1450,65
7703,65,1594,81
7720,52,1268,4
7721,52,1268,4
7725,53,1699,35
7726,53,1699,35
7727,53,1699,35
7728,53,1761,60
7729,53,1761,60
7730,53,1761,60
7731,57,1822,52
7732,60,1938,38
7733,62,2010,43
7735,59,1906,16
7736,55,1782,18
7737,55,1782,18
7738,56,1807,54
7739,56,1807,54
7740,57,1822,22
7742,55,1760,22
7743,58,1880,58
7744,60,1936,34
7745,60,1925,25
7746,63,2010,38
7747,64,2049,64
7749,52,1678,69
7750,52,1678,69
7751,57,1820,49
7752,57,1820,49
7753,58,1894,13
7754,58,1894,13
7755,64,2049,40
7756,64,2049,40
7757,62,2002,11
7758,69,2157,9
7759,72,1764,81
7760,78,1902,69
7761,79,1920,15
7762,79,1934,32
7763,79,1934,32
7772,60,1471,51
7773,60,1463,52
7774,63,1532,7
7775,62,1523,16
7777,58,1395,33
7778,57,1390,34
7779,59,1438,48
7780,60,1465,41
7781,62,1501,43
7782,62,1520,39
7783,59,1446,5
7784,59,1446,5
7785,58,1386,5
7786,58,1386,5
7789,64,1993,5
7790,64,1993,5
7791,70,2093,75
7792,69,1699,84
7793,73,1788,68
7794,76,1848,58
7795,77,1792,51
7797,76,1837,4
7798,70,1677,60
7799,70,1677,37
7800,4,1880,76
7801,79,2014,65
7802,86,2108,58
7803,89,2164,37
7804,90,2217,54
7805,94,2283,52
7806,96,2332,50
7807,97,2372,47
7809,89,2160,25
7810,88,2132,14
7812,84,2051,7
7813,84,2055,9
7814,84,2034,4
7818,71,1754,40
7819,71,1754,40
7820,75,1834,53
7821,75,1834,53
7822,74,1805,10
7823,74,1805,10
7824,77,1878,5
7825,77,1878,5
7826,75,1862,22
7827,75,1862,22
7828,76,1853,43
7829,76,1853,43
7830,77,1883,64
7831,77,1883,64
7832,80,1937,57
7833,80,1937,57
7834,81,1977,35
7835,81,1977,35
7836,81,1963,30
7837,79,1873,11
7840,59,874,35
7841,51,915,32
7842,50,917,36
7843,45,917,35
7844,38,921,36
7845,27,914,36
7846,13,945,3
7847,17,1217,70
7848,31,1927,3
7849,35,1526,9
7850,37,1697,40
7851,47,2137,60
7852,38,861,17
7853,27,893,35
7854,22,1044,25
7855,22,1582,61
7857,47,2141,73
7858,53,1796,73
7859,60,1933,79
7860,51,1791,4
7861,40,1256,21
7862,45,1457,81
7863,51,1457,56
7864,43,883,30
7865,27,909,34
7866,31,1423,73
7867,24,1127,75
7868,42,1924,64
7869,2,2032,58
7870,50,2219,20
7871,49,1579,8
7876,29,1322,22
7877,29,1339,29
7878,32,1451,48
7879,33,1484,9
7880,34,1531,42
7881,32,1451,8
7882,32,1459,16
7883,33,1492,27
7884,34,1533,23
7885,35,1590,28
7886,37,1663,31
7887,36,1645,4
7888,34,1598,22
7889,35,1574,5
7890,35,1559,10
7892,31,1382,16
7893,33,1506,38
7894,39,1748,38
7895,37,1695,18
7896,38,1716,43
7897,43,1885,12
7900,20,947,2
7901,17,1209,18
7902,20,1432,20
7903,31,2250,67
7905,39,1818,85
7906,52,2294,63
7907,56,1807,65
7908,61,1974,61
7910,42,1926,54
7912,52,2047,70
7913,54,1724,45
7914,46,1492,5
7915,45,1451,56
7922,56,1790,45
7923,56,1790,45
7924,61,1945,45
7925,61,1945,45
7926,61,1970,5
7927,66,1677,65
7928,70,1698,3
7929,68,1658,25
7930,68,1632,8
7931,68,1662,48
7932,71,1739,48
7933,72,1756,3
7934,70,1715,27
7935,66,884,28
7936,49,916,25
7937,39,916,25
7938,16,916,27
7939,10,916,30
7940,8,940,69
7941,11,1428,37
7942,14,992,83
7943,16,1144,60
7944,18,1270,57
7945,22,1569,46
7946,31,2211,60
7947,35,1605,15
7948,41,1848,4
7950,37,1685,47
7951,41,1846,49
7952,48,2162,53
7953,49,2165,4
7954,44,1985,55
7955,49,1582,36
7956,48,1532,3
7957,48,1532,3
7958,41,876,24
7959,41,876,24
7960,34,909,26
7961,34,909,26
7962,28,912,27
7963,28,912,27
7964,28,912,27
7965,22,1601,9
7966,22,1601,9
7967,22,1601,9
7969,17,1209,73
7970,31,2207,70
7971,33,1503,45
7972,34,1540,34
7973,41,1857,57
7974,49,2226,49
7975,52,1704,47
7977,44,1419,5
7978,23,879,29
7979,17,913,27
7980,18,1279,56
7981,26,1865,57
7983,43,1949,63
7984,46,2059,9
7987,35,1645,1
7988,36,1650,43
7989,36,1640,43
7990,35,1599,5
7991,36,867,24
7992,36,867,25
7993,36,916,25
7994,27,916,28
7995,25,916,28
7996,25,1687,16
7997,27,1989,35
7998,27,1885,7
7999,26,1029,49
8000,26,1192,63
8001,28,874,26
8002,25,914,27
8003,14,909,30
8004,7,908,34
8005,5,829,93
8006,6,860,67
8007,8,1052,47
8008,9,1060,15
8009,5,842,38
8010,5,905,60
8011,8,950,6
8012,15,1910,49
8013,21,1526,61
8014,30,1394,18
8015,29,1329,11
8016,28,1265,7
8017,22,991,3
8018,19,949,27
8019,19,1376,59
8020,21,1495,39
8021,31,2188,54
8022,36,1650,55
8023,37,1683,5
8024,35,1583,54
8025,42,1894,43
8026,41,1838,3
8028,29,876,28
8029,23,910,30
8030,20,915,30
8031,19,917,30
8032,11,915,34
8033,8,941,63
8034,7,955,54
8035,5,944,40
8036,6,917,69
8037,8,1381,47
8038,13,917,15
8039,12,835,48
8040,6,863,51
8041,1,922,51
8052,1,832,51
8054,1,955,59
8055,3,865,65
8056,2,905,56
8057,4,892,59
8058,5,862,68
8059,12,1552,56
8060,15,1097,75
8061,19,1316,34
8062,24,1675,38
8063,24,1668,5
8064,21,1462,6
8065,18,1300,19
8066,18,1233,7
8067,14,966,9
8068,13,889,47
8069,13,935,36
8070,8,918,35
8071,2,913,31
8072,5,893,71
8073,5,843,78
8074,3,876,36
8075,1,875,50
8076,2,887,39
8077,9,1096,38
8078,5,892,32
8079,4,939,19
8080,8,1113,56
8081,14,985,87
8082,18,1280,10
8083,20,1447,26
8084,22,1539,18
8086,15,1028,61
8087,15,1016,33
8088,14,992,72
8089,14,984,54
8090,13,940,49
8091,11,780,48
8092,13,966,73
8093,10,913,30
8094,9,1136,54
8095,12,1525,29
8096,12,1470,19
8097,11,1375,12
8098,12,1487,29
8099,12,1013,53
8100,14,956,18
8101,12,1003,18
8102,16,1174,18
8103,19,1367,27
8104,19,1386,20
8105,19,1361,49
8106,23,832,27
8108,25,1143,10
8109,25,1143,10
8110,25,874,33
8111,25,874,33
8112,27,912,31
8113,27,912,31
8114,27,918,31
8115,27,918,31
8116,21,916,33
8117,21,916,33
8118,18,917,35
8119,16,1182,64
8120,21,1437,7
8121,13,897,1
8122,15,1070,60
8124,11,811,39
8125,7,933,58
8126,5,891,76
8127,11,809,96
8128,17,1150,36
8129,22,1537,42
8130,23,1667,48
8131,26,1872,31
8133,34,1514,10
8134,37,1651,34
8135,37,1660,13
8136,35,1646,18
8137,35,1572,28
8138,35,1586,15
8139,36,1639,7
8142,28,1272,67
8143,32,1439,24
8144,34,1496,8
8145,31,1413,38
8146,36,1604,18
8147,36,1621,2
8148,29,1321,2
8149,28,1274,8
8150,23,1114,33
8151,24,876,32
8152,24,1697,12
8154,19,1341,7
8155,14,849,27
8156,16,1120,81
8157,24,1708,39
8159,9,918,45
8160,14,988,60
8161,14,916,21
8162,8,911,3
8163,13,944,92
8164,18,1570,92
8165,27,1791,15
8167,28,1237,6
8168,15,865,39
8169,4,895,34
8170,16,1845,25
8171,30,1845,59
8172,31,1418,29
8173,31,1408,23
8174,35,1558,5
8177,33,1851,47
8178,33,1502,52
8179,37,1658,36
8180,40,1815,45
8181,42,1850,7
8182,40,1808,18
8183,39,1780,18
8185,30,898,25
8186,22,914,25
8187,15,917,27
8188,12,917,26
8189,7,919,27
8190,4,921,30
8191,1,919,30
8273,7,909,63
8274,12,1007,71
8275,12,910,43
8276,12,1031,72
8277,17,760,100
8278,20,1106,21
8279,12,889,45
8280,6,913,48
8281,4,884,57
8282,8,907,85
8283,14,955,75
8284,12,839,40
8285,13,956,70
8286,17,1216,54
8287,18,1239,30
8288,19,1348,43
8289,22,1534,30
8290,21,1491,9
8291,19,1319,10
8292,17,1208,13
8293,8,854,42
8294,8,854,42
8295,6,835,89
8296,6,835,89
8297,11,885,89
8298,11,885,89
8299,10,918,45
8300,10,918,45
8301,12,853,94
8302,12,853,94
8303,10,881,46
8304,5,912,45
8305,6,893,83
8306,12,883,96
8307,15,1068,62
8309,13,993,30
8310,19,1333,54
8311,22,1473,16
8313,12,806,63
8314,12,806,63
8315,8,770,96
8316,8,770,96
8317,14,1024,94
8318,21,1474,35
8319,22,1611,30
8320,29,2037,53
8322,35,1594,52
8323,40,1818,53
8324,43,1946,41
8325,44,1973,38
8326,43,1892,23
