,speed,rpm,load
10302,63,1524,23
10303,64,1568,3
10305,64,1556,39
10306,65,1565,60
10307,69,1684,41
10308,69,1677,1
10309,65,1561,1
10310,65,1571,47
10311,62,1506,5
10313,47,1483,31
10314,49,1596,47
10315,54,1733,43
10316,55,1786,40
10317,57,1833,35
10318,56,1805,1
10320,49,1574,9
10323,35,880,24
10324,39,1745,35
10325,36,1616,6
10326,37,1692,42
10327,36,1612,12
10328,35,1590,27
10329,35,1603,25
10330,39,1775,34
10331,43,1965,43
10332,46,1482,27
10333,47,1457,9
10334,46,1490,23
10335,49,1576,65
10336,55,1748,12
10338,50,1614,2
10339,47,1533,30
10340,50,1607,40
10341,52,1682,52
10342,56,1884,46
10343,58,1863,2
10345,45,1508,48
10346,49,1579,29
10347,50,1599,23
10349,50,1600,33
10351,53,1713,40
10352,54,1743,39
10353,58,1872,41
10354,59,1916,11
10355,58,1879,41
10356,60,1928,45
10357,60,1937,40
10358,60,1459,64
10359,61,1479,43
10360,61,1485,56
10361,62,1505,45
10362,61,1494,51
10363,62,1516,49
10364,62,1515,40
10365,62,1498,40
10366,62,1498,40
10367,61,1477,38
10368,61,1477,38
10369,61,1472,40
10370,61,1472,40
10371,59,1439,4
10372,59,1439,4
10373,58,1413,20
10374,58,1413,20
10375,59,1445,40
10376,62,1509,37
10378,63,1531,31
10379,66,1615,35
10380,68,1666,32
10381,69,1674,29
10382,68,1650,29
10383,67,1629,26
10384,66,1598,23
10385,64,1554,3
10387,51,1248,70
10389,54,1331,56
10391,59,1453,78
10392,50,1203,32
10393,61,1476,65
10394,62,1497,36
10395,60,1474,44
10396,60,1473,29
10397,61,1466,46
10398,62,1521,50
10399,63,1547,30
10400,63,1526,3
10401,62,878,20
10402,62,915,20
10403,63,917,20
10404,64,916,20
10405,48,920,21
10406,33,924,22
10407,28,1367,56
10408,33,1483,48
10412,15,1036,81
10413,25,1796,69
10414,28,1219,76
10415,32,1368,53
10419,41,1316,24
10420,41,1325,72
10421,44,1422,38
10422,43,1396,25
10423,43,1379,57
10424,41,1319,18
10425,36,881,19
10426,23,909,21
10427,12,917,21
10428,11,918,23
10432,1,914,25
10433,12,1521,44
10434,11,734,54
10435,10,893,75
10436,18,1294,70
10438,12,842,95
10439,20,1443,40
10440,23,1642,37
10441,23,1609,7
10443,16,1135,69
10445,13,867,47
10446,13,867,47
10447,16,1172,71
10448,16,1172,71
10449,23,1652,25
10450,23,1652,25
10453,23,1637,32
10454,23,1637,32
10456,24,1673,42
10457,31,2200,70
10459,37,1645,5
10461,27,1232,22
10462,26,1170,9
10463,26,1201,11
10464,25,1164,11
10465,27,1216,32
10466,29,1319,21
10470,26,1160,13
10471,26,1183,12
10472,27,1209,1
10474,28,1218,10
10475,28,1218,5
10476,28,888,23
10477,28,919,23
10478,25,916,23
10479,22,916,23
10480,13,839,60
10481,13,839,60
10482,12,911,78
10483,12,911,78
10484,11,978,61
10485,11,978,61
10486,17,863,26
10487,17,863,26
10488,21,923,23
10489,21,923,23
10490,6,916,23
10491,6,916,23
10492,3,886,42
10493,3,886,42
10494,4,911,48
10495,4,911,48
10496,8,975,35
10497,8,975,35
10498,7,909,34
10499,7,909,34
10500,14,1585,23
10501,14,1585,23
10502,20,1424,1
10503,20,1424,1
10508,22,1540,21
10509,22,1540,21
10510,24,1706,37
10511,24,1706,37
10512,26,1153,44
10513,26,1153,44
10514,26,1170,6
10515,26,1170,6
10516,23,1018,3
10517,23,1018,3
10518,20,863,30
10519,20,863,30
10520,19,925,23
10521,17,919,23
10522,13,927,24
10523,5,913,27
10524,3,919,23
10525,1,920,24
10658,12,1617,45
10659,18,1312,16
10660,22,1600,58
10661,28,2008,48
10662,30,2109,12
10663,26,1831,5
10667,19,1359,17
10668,23,1557,41
10669,23,1697,25
10670,22,1553,9
10672,13,883,50
10673,11,901,54
10674,11,860,49
10691,2,916,54
10692,2,909,61
10693,10,1294,68
10694,7,873,49
10695,13,973,28
10696,19,1394,65
10697,28,2006,56
10698,33,1492,60
10699,33,1494,7
10700,16,879,45
10701,11,840,97
10702,8,934,52
10703,7,894,67
10704,7,927,59
10705,13,949,79
10706,17,1213,72
10707,22,1539,19
10708,21,1533,20
10709,22,1505,7
10711,10,834,47
10712,11,902,69
10713,10,891,74
10714,18,1258,59
10715,18,1299,8
10716,17,963,18
10717,10,830,81
10718,13,1000,81
10719,20,1359,39
10720,23,1770,32
10721,27,1364,30
10722,28,1259,14
10724,26,1188,25
10725,26,1506,25
10727,34,1660,32
10728,34,1826,23
10729,34,1380,13
10731,34,885,39
10732,29,916,40
10733,27,921,39
10734,25,1131,43
10735,29,1324,12
10736,33,1520,50
10737,41,1835,33
10738,40,1812,5
10739,37,1649,40
10740,37,1679,49
10741,45,1973,35
10742,47,1525,32
10743,45,1443,5
10744,42,1356,49
10745,42,1336,32
10746,40,1307,57
10747,40,1306,18
10748,41,1300,33
10749,38,1246,21
10750,38,1230,48
10751,38,1223,30
10752,38,1237,43
10753,40,1272,16
10754,40,1272,16
10755,40,1272,16
10756,40,1272,16
10757,40,1272,16
10758,40,1272,16
10763,38,893,40
10764,36,915,41
10765,34,925,41
10766,34,919,40
10767,31,919,40
10768,30,920,40
10769,31,922,40
10770,28,919,40
10771,26,924,40
10772,24,1722,22
10773,29,2100,62
10774,33,1475,21
10775,31,1387,4
10776,24,883,38
10777,19,911,42
10778,19,911,42
10779,20,1391,34
10780,19,1329,8
10781,19,1329,8
10782,19,1329,8
10783,15,997,43
10784,15,997,43
10785,15,997,43
10786,17,1205,27
10787,17,1205,27
10788,17,1324,30
10789,17,1324,30
10790,16,1112,12
10791,16,1112,12
10792,15,1082,24
10793,15,1082,24
10794,12,823,38
10795,12,823,38
10796,12,823,38
10797,15,1085,43
10798,15,1085,43
10803,13,914,37
10804,13,914,37
10805,8,988,50
10806,8,988,50
10807,15,1785,43
10808,15,1785,43
10809,14,1014,55
10810,14,1014,55
10815,20,1419,6
10816,20,1419,6
10817,20,1419,6
10818,21,1416,19
10819,21,1416,19
10820,21,1358,8
10821,21,1358,8
10822,21,1323,31
10823,21,1323,31
10824,19,1286,14
10825,19,1286,14
10826,20,1397,32
10827,20,1397,32
10828,20,1397,32
10829,24,1731,47
10830,24,1731,47
10831,23,1614,11
10832,25,1771,33
10833,27,1069,14
10834,28,1256,34
10835,29,1317,22
10836,28,1257,51
10837,33,1491,50
10838,33,1479,29
10839,32,1470,44
10840,32,1470,44
10841,32,1470,44
10842,32,1447,9
10843,33,1500,61
10844,35,1577,20
10845,34,1557,36
10846,33,1475,5
10847,29,1310,25
10848,32,1444,48
10849,34,1528,25
10850,33,1489,7
10851,33,1489,7
10852,31,1408,8
10854,27,1265,27
10855,28,1237,15
10856,26,892,26
10857,26,892,26
10858,27,904,37
10859,27,914,40
10860,27,919,40
10861,27,922,40
10862,27,920,40
10863,28,920,39
10864,23,918,40
10865,24,1222,47
10866,28,1248,21
10867,30,1351,32
10868,34,1565,36
10869,40,1816,40
10870,42,1898,32
10871,42,1896,4
10872,41,1872,10
10873,41,1853,6
10874,41,1853,18
10875,41,1834,4
10879,32,1488,4
10880,33,1500,28
10881,32,1465,17
10882,32,1451,7
10883,31,1451,43
10885,32,1432,30
10886,32,1432,30
10887,32,1418,7
10888,32,1418,7
10889,32,1337,3
10890,32,1337,3
10891,32,1350,40
10892,32,1350,40
10893,32,1350,40
10894,33,1467,26
10895,33,1467,26
10896,34,1530,38
10897,41,1847,57
10898,41,1862,3
10899,38,1691,6
10901,33,1506,35
10902,40,1838,61
10904,45,1445,36
10905,45,1445,36
10906,45,1445,36
10907,46,1479,40
10908,46,1479,40
10909,46,1479,40
10910,47,1515,23
10912,45,1439,30
10913,44,1448,19
10914,45,1421,16
10915,46,1472,30
10918,34,1551,9
10919,34,1543,24
10920,38,1695,51
10921,40,1827,38
10922,42,1880,39
10923,42,1907,40
10925,46,1481,3
10926,46,1473,5
10927,42,1361,2
10928,44,1417,49
10929,47,1507,44
10930,49,1579,41
10931,51,1655,44
10932,52,1667,14
10934,46,1472,7
10935,43,1399,11
10936,42,1370,20
10937,41,1312,9
10938,40,1294,26
10939,41,1329,56
10940,42,1339,27
10941,42,1339,27
10942,41,1346,46
10943,41,1346,46
10944,43,1352,16
10945,43,1352,16
10950,33,865,38
10951,33,865,38
10952,33,865,38
10953,33,865,38
10954,31,1344,17
10955,28,1299,1
10956,24,1114,1
10957,29,1264,70
10958,30,1342,37
10959,34,1513,37
10960,32,1432,24
10961,33,1542,40
10963,49,2244,97
10965,50,1468,14
10966,50,1416,8
10967,50,1318,41
10968,39,1261,50
10969,40,1318,63
10970,42,1367,36
10971,42,1367,36
10972,40,1275,14
10973,39,1254,77
10974,41,1320,58
10975,39,1246,9
10976,35,1126,34
10977,32,918,30
10978,27,1216,15
10979,23,1047,4
10980,21,926,15
10981,18,1187,23
10982,21,1533,55
10983,31,2123,13
10984,35,1582,23
10987,31,1408,25
10988,31,1408,25
10989,32,1452,35
10990,32,1452,35
10991,37,1662,36
10992,37,1662,36
10993,39,1724,16
10994,37,880,37
10995,36,1170,31
10996,35,1137,10
10997,35,1137,10
10998,34,1082,58
10999,34,1105,45
11000,36,1167,62
11001,38,1214,51
11002,39,1258,48
11003,39,1273,47
11004,41,1327,12
11005,41,1332,52
11006,43,1391,45
11007,43,1397,14
11011,38,1221,28
11014,38,891,37
11015,39,911,37
11016,40,915,37
11018,43,920,38
11019,44,917,39
11020,44,919,39
11021,40,920,39
11022,37,897,38
11023,36,897,39
11024,36,1196,39
11025,39,1216,66
11027,37,1154,52
11028,37,1200,44
11029,37,1195,56
11030,37,1272,41
11031,38,1208,11
11032,38,1199,35
11033,37,1184,49
11035,27,909,32
11036,22,899,41
11037,15,954,7
11038,19,1338,66
11039,22,1530,7
11040,17,1178,12
11041,17,1196,54
11042,26,1887,54
11043,26,1887,54
11044,26,1887,54
11045,27,1226,27
11046,27,1226,27
11047,27,1226,27
11048,27,1234,41
11049,27,1234,41
11050,27,1234,41
11051,27,1215,14
11052,27,1215,14
11053,27,1215,14
11054,24,1091,43
11055,24,1091,43
11056,22,970,30
11057,22,970,30
11058,17,1011,20
11059,17,1011,20
11060,12,920,97
11061,12,920,97
11062,18,1243,43
11063,23,1608,43
11064,24,1663,24
11065,26,1822,44
11066,28,1668,1
11067,27,1214,12
11068,20,867,38
11069,13,996,49
11070,14,1033,41
11071,16,1099,70
11072,21,1480,44
11073,25,1753,7
11074,19,1398,20
11075,20,1390,8
11077,6,878,37
11078,10,1330,52
11079,15,885,35
11080,12,868,45
11081,13,906,46
11082,13,906,46
11083,12,883,60
11084,12,883,60
11085,14,949,47
11086,14,949,47
11087,13,893,53
11088,13,893,53
11089,14,945,37
11090,14,968,52
11091,13,965,42
11092,16,1102,61
11093,13,918,39
11094,11,893,29
11095,4,892,42
11096,4,892,42
11097,7,970,42
11098,7,970,42
11099,5,898,40
11100,5,898,40
11101,8,880,83
11102,8,880,83
11103,7,930,51
11104,7,930,51
11105,9,1091,35
11106,9,1091,35
11107,12,1461,24
11108,12,1461,24
11109,15,1636,31
11110,15,1636,31
11111,15,951,40
11112,15,951,40
11113,16,1033,49
11114,16,1033,14
11115,16,1131,35
11116,16,968,11
11117,13,914,58
11118,17,1203,70
11119,21,1501,26
11120,21,1501,26
11121,21,1501,26
11122,22,1578,27
11123,22,1578,27
11124,22,1578,27
11125,22,1550,12
11126,22,1550,12
11127,22,1550,12
11131,14,967,72
11132,14,967,72
11133,17,1208,45
11134,18,1246,8
11135,10,854,36
11136,7,914,42
11137,8,959,43
11138,7,889,14
11139,7,889,14
11140,4,841,61
11141,4,841,61
11142,13,1731,46
11143,13,1731,46
11144,18,1272,44
11145,18,1272,44
11146,19,1318,6
11147,19,1318,6
11148,15,1129,47
11149,21,1489,31
11151,19,1337,7
11152,15,1041,3
11153,15,1027,41
11154,18,1272,31
11155,19,1426,29
11156,22,1579,22
11157,21,1464,6
11158,17,1196,22
11159,17,1196,22
11160,17,1196,22
11161,17,1196,22
11162,17,1159,10
11163,17,1159,10
11164,17,1159,10
11165,17,1159,10
11166,14,1000,43
11167,14,1000,43
11168,14,1000,43
11169,14,1000,43
11170,18,1243,48
11171,18,1243,48
11172,18,1243,48
11173,18,1243,48
11174,18,1243,48
11175,16,1138,14
11176,16,1138,14
11177,16,1138,14
11178,16,1138,14
11179,16,1138,14
11180,16,1138,14
11181,16,1154,38
11182,16,1154,38
11183,16,1154,38
11184,18,1261,37
11185,18,1261,37
11186,18,1261,37
11187,17,1220,25
11188,17,1220,25
11189,17,1220,25
11190,21,1481,42
11191,23,1635,8
11192,18,1281,8
11193,21,1492,40
11194,27,1915,33
11195,29,1304,68
11196,33,1482,26
11197,34,1533,44
11198,35,1568,34
11199,34,1522,21
11200,34,1553,19
11201,34,1553,28
11202,35,1600,27
11203,35,1157,27
11204,37,1183,46
11205,36,1169,2
11206,35,1088,12
11207,35,1088,12
11208,35,1119,38
11209,35,1119,34
11211,39,1318,33
11212,42,1347,49
11213,42,1386,14
11214,44,1427,40
11215,46,1472,36
11216,45,1474,50
11217,45,1455,39
11218,44,1416,33
11219,44,1416,33
11220,44,1416,33
11221,41,1329,13
11222,41,1329,13
11223,41,1329,13
11224,42,1348,41
11225,42,1348,41
11226,42,1348,41
11231,39,1252,10
11232,39,1252,10
11233,39,1252,10
11236,35,831,40
11237,34,903,36
11238,33,913,39
11239,33,913,39
11240,34,921,39
11241,33,1501,12
11242,33,1501,12
11243,33,1501,12
11244,33,1501,12
11245,33,1508,36
11246,33,1483,17
11247,32,1443,7
11248,32,1434,27
11249,33,1512,44
11250,38,1743,43
11251,41,1327,64
11252,41,1327,64
11253,41,1327,64
11254,41,1327,64
11255,43,1390,39
11256,43,1390,39
11257,43,1390,39
11258,43,1390,39
11259,42,1340,45
11260,42,1340,45
11261,42,1340,45
11262,41,1318,56
11263,41,1318,56
11264,41,1318,56
11265,43,1377,67
11266,43,1388,43
11267,42,1365,57
11268,43,1370,48
11269,40,1279,14
11270,37,1193,49
11271,36,1147,52
11272,39,1250,61
11273,41,1315,47
11274,42,1343,49
11275,41,1319,8
11277,33,1493,18
11278,33,1508,18
11279,32,1436,7
11280,32,1431,37
11281,32,1463,44
11282,35,1592,47
11283,37,942,36
11284,37,1178,27
11285,35,1149,16
11286,35,1133,32
11287,38,1225,61
11288,40,1281,56
11289,42,1344,43
11290,43,1347,45
11291,43,1347,45
11293,45,1437,22
11294,45,1445,22
11295,45,1445,22
11298,44,1428,25
11299,44,1428,25
11300,44,1420,25
11301,44,1420,25
11302,45,1457,37
11303,45,1457,37
11304,46,1497,29
11305,48,1537,22
11306,47,1532,18
11307,49,1313,1
11308,50,1223,44
11309,50,1229,21
11310,50,1228,21
11311,50,1231,21
11312,51,1242,33
11313,52,1296,20
11314,54,1316,9
11315,55,884,27
11316,57,900,36
11317,58,919,38
11318,58,917,38
11319,59,921,38
11320,60,921,37
11321,61,917,38
11322,52,919,38
11323,51,923,37
11324,50,921,38
11325,46,917,38
11326,45,920,37
11327,45,923,38
11328,46,1498,46
11329,47,1510,21
11330,45,1436,14
11331,44,1424,34
11333,36,1160,24
11334,36,1166,58
11335,39,1255,63
11336,42,1371,50
11337,44,1417,16
11338,43,853,37
11339,40,903,38
11340,35,918,38
11341,35,919,38
11342,31,917,38
11343,22,917,39
11344,21,918,39
11345,9,918,39
11346,6,868,53
11347,7,919,52
11348,7,916,45
11349,4,896,40
11350,2,917,40
11352,1,922,40
11353,1,756,53
11356,9,1267,63
11357,15,878,22
11358,13,924,22
11359,13,911,44
11360,13,911,44
11361,12,885,47
11362,12,885,47
11363,13,943,38
11364,13,943,38
11365,6,870,51
11366,6,870,51
11367,9,1154,20
11368,9,1154,20
11369,7,883,43
11370,7,883,43
11371,7,904,40
11372,7,904,40
11373,7,921,40
11374,7,921,40
11375,7,921,40
11376,7,921,40
11377,10,1215,36
11378,10,1215,36
11379,10,1246,29
11380,9,1172,12
11381,7,900,48
11382,7,920,38
11383,7,918,40
11384,7,923,39
11385,7,922,41
11386,6,925,40
11387,4,876,63
11388,2,921,41
11390,8,973,58
11391,7,898,36
11392,7,922,37
11393,5,918,41
11396,2,908,59
11397,7,942,19
11398,6,896,42
11399,4,854,64
11400,7,918,53
11401,9,1131,74
11402,10,862,40
11403,7,907,41
11404,7,969,45
11405,8,1078,47
11406,11,1419,12
11407,10,1199,10
11408,11,1435,30
11409,12,1525,15
11410,12,1447,14
11411,17,1485,46
11412,19,1272,46
11413,22,1899,47
11414,26,1956,9
11415,26,1984,40
11417,31,1412,32
11418,31,1550,49
11419,31,1761,32
11420,39,1793,43
11421,43,1954,56
11422,44,957,21
11423,39,1266,20
11424,38,1214,64
11425,38,1214,64
11426,39,1241,67
11427,39,1241,67
11428,40,1272,32
11429,40,1272,32
11430,36,1153,41
11431,36,1153,41
11432,34,1105,44
11433,34,1105,44
11434,32,1040,52
11435,32,1455,59
11436,36,1646,36
11437,39,1758,38
11438,39,1757,23
11439,39,1757,23
11440,38,1721,14
11441,38,1721,14
11442,40,1796,32
11443,40,1796,32
11444,45,1455,17
11445,45,1486,9
11446,41,1218,9
11447,41,1218,9
11448,44,1411,22
11449,44,1411,22
11451,45,1434,23
11452,45,1468,7
11456,36,908,21
11457,33,903,35
11458,33,913,36
11459,29,912,39
11460,27,919,39
11461,27,917,38
11462,21,919,39
11463,21,1494,48
11464,21,1494,48
11465,32,2035,5
11466,32,2035,5
11467,34,1542,43
11468,34,1542,43
11469,33,1516,26
11470,33,1516,26
11471,35,1607,25
11472,35,1607,25
11473,36,1626,23
11474,35,1604,18
11475,37,1673,36
11476,36,1677,22
11477,37,1683,12
11478,36,1638,5
11480,29,1295,8
11482,23,1621,36
11483,23,1621,36
11484,32,2252,59
11485,31,1413,32
11486,31,1413,32
11487,33,1649,36
11488,33,1649,36
11489,42,1797,36
11490,42,1797,36
11491,42,1436,3
11492,42,1436,3
11493,47,1518,14
11494,48,1536,33
11495,49,1626,40
11496,49,1626,40
11497,49,1600,8
11498,49,1600,8
11501,45,1457,9
11502,45,1457,9
11503,45,1405,18
11504,45,1405,18
11505,44,1394,15
11506,43,1396,41
11507,43,1376,7
11508,41,1344,42
11509,41,1330,11
11510,40,1277,7
11511,38,1246,30
11512,41,1330,54
11513,44,1433,44
11514,45,1464,33
11515,46,1467,10
11516,44,1406,2
11518,36,894,34
11519,33,1482,17
11520,32,1473,34
11521,34,1536,26
11523,31,1375,8
11524,30,1349,12
11525,30,1349,12
11526,29,1344,36
11527,29,1344,36
11528,30,1369,18
11529,30,1369,18
11530,28,1280,30
11531,28,1280,30
11534,25,896,36
11535,18,910,40
11537,18,1276,58
11538,21,1485,9
11539,20,1434,27
11540,24,1683,36
11541,20,1403,11
11542,22,1556,50
11543,29,2024,38
11544,27,1147,54
11545,32,1447,46
11546,36,1636,34
11547,39,1776,28
11552,23,1270,39
11553,23,1615,35
11554,30,2017,17
11555,31,1411,16
11556,31,1529,53
11557,36,1620,21
11558,34,1495,5
11559,29,1335,5
11560,28,1303,45
11563,49,1600,92
11564,56,1802,53
11566,64,2007,6
11568,52,1624,13
11569,49,1528,9
11570,43,1368,12
11571,43,1368,12
11572,42,1343,55
11573,42,1343,55
11574,42,1360,43
11575,42,1360,43
11576,43,1377,49
11577,43,1377,49
11578,44,1424,43
11579,45,1453,48
11580,48,1546,50
11581,50,1605,40
11582,51,1647,34
11583,52,1275,53
11584,52,1284,9
11586,51,1239,9
11587,50,1208,9
11588,50,1197,46
11589,50,1234,49
11590,52,1271,54
11591,52,1269,33
11592,52,1263,47
11593,53,1287,46
11594,53,1287,45
11595,53,1287,45
11596,54,1310,51
11597,54,1310,51
11598,54,1329,44
11599,54,1329,44
11600,54,1305,16
11601,54,1305,16
11602,54,1316,45
11603,54,1297,26
11604,53,1292,28
11605,52,1274,29
11606,54,1308,61
11607,56,1365,58
11612,50,1207,10
11613,52,1271,56
11614,55,1348,54
11615,59,1450,47
11616,62,1515,50
11617,65,1575,35
11618,64,1561,24
11621,66,1606,64
11622,69,1672,49
11623,69,1672,39
11624,73,1753,55
11625,74,1813,31
11627,71,1675,5
11628,67,1634,14
11630,65,1584,29
11631,65,1555,5
11634,45,875,25
11635,33,900,37
11636,24,910,38
11637,16,1212,27
11638,18,1258,36
11639,28,1959,46
11640,28,1959,46
11641,29,1328,49
11642,29,1328,49
11643,32,1438,27
11644,32,1438,27
11645,33,1483,31
11646,33,1483,31
11647,33,1491,14
11648,33,1491,14
11649,32,886,20
11650,27,900,36
11651,16,916,38
11652,14,1021,90
11653,26,1855,65
11654,33,1614,29
11655,39,1775,32
11656,39,1756,32
11657,39,1769,24
11658,39,1470,1
11659,38,1231,26
11660,38,1216,26
11662,33,823,31
11663,28,932,34
11664,22,915,36
11665,12,915,39
11666,3,918,39
11699,3,921,41
11700,2,910,44
11701,2,929,41
11710,5,957,53
11711,5,930,45
11712,3,913,49
11713,7,911,75
11714,9,1294,63
11715,14,930,22
11716,18,1232,40
11717,16,1110,7
11718,21,1530,58
11719,27,910,40
11720,31,1421,48
11721,36,1625,32
11722,36,1668,23
11723,37,1683,25
11724,37,1653,19
11725,36,1640,32
11726,36,1628,19
11727,36,1600,20
11728,34,1531,4
11730,28,1240,20
11731,27,1279,28
11732,29,1292,49
11733,31,1384,39
11734,31,1417,9
11736,28,1258,30
11737,26,1196,13
11738,26,1178,30
11739,25,1182,30
11740,26,1184,52
11741,27,1211,24
11742,26,1165,24
11743,27,1200,45
11744,26,1211,30
11745,26,1187,30
11746,27,1206,43
11747,27,1191,12
11749,25,1242,59
11750,25,1362,58
11751,34,1529,31
11752,35,1556,18
11753,34,1547,18
11754,34,1546,28
11758,22,864,20
11759,20,1444,20
11760,18,1233,6
11761,12,830,37
11762,2,920,37
11790,3,854,53
11792,4,990,89
11793,3,819,48
11794,10,1256,67
11795,17,1643,43
11796,18,1280,46
11797,20,1385,37
11798,22,1876,51
11799,27,1675,51
11803,3,907,43
11804,3,907,43
11805,3,907,43
11821,10,844,43
11826,10,1303,48
11827,9,1066,37
11828,9,1233,54
11829,11,1306,20
11830,11,1243,15
11831,6,850,30
11832,9,1155,41
11833,12,1477,40
11834,11,1392,11
11835,4,878,38
11836,4,940,43
11838,2,1342,55
11839,12,1478,32
11840,6,860,49
11841,13,1600,40
11842,12,1478,7
11843,2,882,40
11844,10,1467,57
11845,9,1126,27
11846,15,1907,43
11847,14,962,83
11848,14,949,6
11849,9,878,83
11850,10,870,97
11851,14,1004,53
11852,20,1437,45
11853,28,2029,58
11854,28,1247,24
11855,30,1377,53
11856,32,1373,7
11857,28,1289,12
11858,34,1525,55
11859,41,1816,14
11860,39,1761,5
11861,37,1686,2
11864,39,1223,17
11865,39,1223,17
11866,42,1321,15
11867,42,1321,15
11868,44,1416,26
11869,44,1416,26
11870,44,1419,32
11871,44,1419,32
11872,44,1412,34
11873,44,1412,34
11874,44,1412,34
11875,44,1412,34
11878,48,1541,29
11879,48,1541,29
11880,48,1531,10
11881,48,1531,10
11884,44,1420,43
11885,44,1420,43
11886,46,1474,21
11887,46,1474,21
11888,47,1491,52
11889,47,1491,52
11890,47,1480,4
11891,47,1480,4
11893,38,1240,4
11894,37,1191,1
11895,31,882,38
11896,26,913,35
11897,17,914,38
11898,1,915,40
11907,2,846,61
11908,10,1161,23
11909,8,986,21
11910,8,928,21
11911,7,863,48
11912,3,918,38
11913,7,921,84
11914,3,908,39
11916,1,740,67
11917,7,988,40
11918,1,919,39
11922,2,920,53
11923,8,956,34
11924,3,917,40
11925,2,898,43
11926,3,919,50
11927,7,936,74
11928,17,2080,35
11929,3,877,38
11932,4,913,63
11937,14,1826,53
11938,14,1745,27
11939,16,1113,35
11940,16,1113,28
11941,19,1285,20
11942,19,1212,33
11943,18,1261,12
11944,17,1150,11
11945,18,1420,63
11946,22,960,5
11947,23,1069,53
11948,24,1134,45
11949,28,1256,43
11950,29,1322,36
11951,33,1465,31
11952,36,1624,33
11953,36,1609,6
11954,32,1462,6
11955,29,890,19
11956,27,905,34
11957,25,916,36
11958,20,916,36
11959,9,916,37
11960,7,922,39
11961,6,895,61
11962,6,910,37
11963,13,948,93
11964,13,906,16
11965,10,926,35
11966,2,919,36
11975,8,1125,88
11976,20,2091,3
11977,24,1683,49
11978,31,2133,31
11979,31,1403,41
11980,32,1451,24
11981,32,1419,9
11986,25,1151,29
11987,25,1151,29
11988,27,1213,43
11989,27,1213,43
11990,28,1289,43
11991,28,1289,43
11992,30,1337,27
11993,30,1324,15
11994,27,876,15
11995,9,906,36
11997,2,714,36
11998,2,919,38
11999,1,919,36
12002,11,960,14
12003,10,960,95
12004,10,960,95
12007,20,1620,38
12008,20,1620,38
12009,24,1955,29
12010,24,1955,29
12011,24,1245,33
12012,24,1245,33
12013,32,1448,43
12014,32,1448,43
12015,34,1605,37
12016,36,1669,34
12017,38,1712,25
12018,39,1743,26
12019,37,1681,9
12020,36,1604,7
12023,27,1235,25
12024,26,1160,6
12025,26,1167,36
12026,26,1196,26
12027,24,1110,23
12028,27,1212,42
12029,20,847,36
12030,11,833,34
12033,8,1175,65
12034,9,1154,25
12035,11,1333,23
12036,9,1189,27
12037,11,1345,23
12038,11,1431,18
12039,12,1474,18
12040,12,879,31
12041,15,1027,42
12042,16,1134,54
12043,16,1149,12
12044,13,930,20
12045,13,915,41
12046,13,937,35
12047,10,961,48
12048,7,823,67
12049,15,1097,76
12050,21,1471,33
12051,24,1652,19
12052,25,1796,31
12053,27,902,22
12054,27,902,22
12055,30,1356,47
12056,30,1356,47
12057,30,1340,9
12058,30,1340,9
12059,29,1306,39
12060,29,1306,39
12061,31,1409,39
12062,31,1409,39
12063,32,1453,31
12064,32,1458,31
12065,32,1438,16
12066,31,1393,19
12067,31,1387,11
12068,27,1274,6
12072,27,890,35
12073,27,917,36
12074,14,919,36
12075,12,917,37
12081,1,930,49
12082,2,924,37
12101,11,1414,23
12103,2,1449,54
12104,9,1146,29
12105,13,876,21
12106,13,904,63
12107,14,937,35
12108,13,952,90
12109,14,1007,18
12110,12,829,47
12111,13,960,55
12113,6,888,83
12114,7,851,94
12115,16,1147,50
12116,17,1069,19
12117,17,1181,71
12118,18,1249,9
12119,16,1099,13
12120,15,1070,31
12121,14,950,29
12122,8,1045,31
12123,9,867,81
12124,14,1031,81
12125,17,1225,81
12126,13,944,19
12127,12,897,46
12128,6,912,46
12129,8,987,67
12130,7,777,92
12133,11,845,75
12134,20,1407,70
12135,24,1610,40
12136,24,1685,26
12137,24,1121,47
12138,29,1297,58
12139,29,1321,53
12140,30,1343,43
12141,29,1287,33
12142,25,1129,6
12143,22,988,64
12144,25,1154,61
12145,25,1154,61
12146,29,1301,52
12147,29,1301,52
12148,31,1406,36
12149,31,1406,36
12150,33,1491,14
12151,33,1491,14
12152,34,961,3
12153,34,961,3
12154,37,897,34
12155,33,916,36
12156,24,920,35
12157,12,811,52
12158,14,1012,76
12159,22,1578,31
12161,16,1104,14
12162,12,838,38
12163,13,958,81
12164,18,1255,28
12165,17,1175,7
12166,32,1468,50
12167,21,1460,50
12169,36,1641,35
12170,38,1727,29
12171,39,1743,25
12173,28,878,33
12174,20,919,30
12175,24,1682,55
12176,29,1283,29
12177,35,1582,46
12178,40,1809,42
12179,41,1306,43
12180,41,1306,43
12185,41,1327,23
12186,39,1253,73
12187,41,1327,23
12188,39,1253,73
12189,41,1285,14
12190,41,1285,14
12195,15,1071,18
12196,14,996,18
12197,18,1299,23
12198,18,1299,9
12199,16,1153,18
12200,16,1046,14
12201,16,878,44
12202,16,941,94
12203,14,983,16
12204,14,982,58
12205,17,1196,51
12206,20,1403,39
12207,22,1563,23
12208,22,1568,21
12209,23,1593,19
12210,19,1318,3
12211,19,1341,32
12212,21,1475,25
